ID_Usuario,Tipo_Prenda,Marca,Medida_Pecho_cm,Medida_Cintura_cm,Medida_Cadera_cm,Altura_cm,Peso_kg,Edad,Talla_Ropa_General,Talla_Zapatillas,Talla_Pantalones,Feedback_Ajuste
607,Abrigo,Zara,98,85,102,172,70,33,M,N/A,N/A,Demasiado grande
608,Top,Stradivarius,85,65,88,158,52,20,XS,N/A,N/A,Demasiado ajustado
609,Shorts,Decathlon,N/A,88,104,180,82,31,L,N/A,34,Demasiado grande
610,Blusa,Bershka,89,70,93,163,57,24,S,N/A,N/A,Demasiado ajustado
611,Vestido de Noche,Pronovias,90,75,95,168,60,30,M,N/A,N/A,Demasiado ajustado
612,Cazadora,Columbia,110,100,115,190,90,36,XL,N/A,N/A,Demasiado grande
613,Bikini,Calzedonia,80,60,85,160,50,23,XS,N/A,N/A,Demasiado ajustado
614,Leggings,Gymshark,N/A,70,95,165,60,26,S,N/A,N/A,Demasiado ajustado
615,Parka,The North Face,115,105,120,195,95,40,XL,N/A,N/A,Demasiado grande
616,Mono,Asos,90,72,96,168,62,28,M,N/A,N/A,Demasiado ajustado
617,Chaqueta Vaquera,Levi's,98,85,100,178,75,35,L,N/A,N/A,Demasiado grande
618,Minifalda,Bershka,N/A,60,85,160,50,21,XS,N/A,N/A,Demasiado ajustado
619,Bañador,Speedo,N/A,80,95,180,78,33,L,N/A,N/A,Demasiado ajustado
620,Gabardina,Burberry,105,90,108,180,80,45,L,N/A,N/A,Demasiado grande
621,Body,Intimissimi,86,68,90,162,56,26,S,N/A,N/A,Demasiado ajustado
622,Top Crop,Shein,82,63,86,155,48,19,XS,N/A,N/A,Demasiado ajustado
623,Chandal,Puma,100,88,104,182,78,30,L,N/A,N/A,Demasiado grande
624,Polo de Rugby,Ralph Lauren,102,90,105,180,85,36,L,N/A,N/A,Demasiado grande
625,Shorts de Jean,Pull&Bear,N/A,72,94,168,63,23,M,N/A,N/A,Demasiado ajustado
626,Camiseta de Tirantes,Decathlon,90,75,92,170,65,25,M,N/A,N/A,Demasiado ajustado
627,Top de bikini,Calzedonia,80,60,85,160,50,22,XS,N/A,N/A,Demasiado ajustado
628,Abrigo de lana,Cremieux,110,95,110,185,90,48,XL,N/A,N/A,Demasiado grande
629,Camiseta sin mangas,Zara,92,78,94,170,65,28,M,N/A,N/A,Demasiado ajustado
630,Pantalones cargo,Carhartt,N/A,92,108,180,85,30,L,N/A,36,Demasiado grande
631,Vestido de cóctel,Adolfo Dominguez,88,70,90,165,58,35,S,N/A,N/A,Demasiado ajustado
632,Body de deporte,Nike,85,68,90,163,55,26,S,N/A,N/A,Demasiado ajustado
633,Sudadera oversized,Bershka,105,95,110,172,70,23,XL,N/A,N/A,Demasiado grande
634,Top lencero,Oysho,80,60,85,158,50,20,XS,N/A,N/A,Demasiado ajustado
635,Falda Lápiz,Mango,N/A,70,90,165,58,33,S,N/A,N/A,Demasiado ajustado
636,Chaqueta de cuero,Belstaff,105,90,108,180,80,40,L,N/A,N/A,Demasiado grande
637,Pantalón de Chándal,Nike,N/A,90,105,185,85,28,L,N/A,N/A,Demasiado grande
638,Vestido skater,Asos,88,70,90,162,56,24,S,N/A,N/A,Demasiado ajustado
639,Abrigo de plumas,Columbia,115,100,115,190,95,45,XL,N/A,N/A,Demasiado grande
640,Top de lentejuelas,Shein,82,63,86,155,48,22,XS,N/A,N/A,Demasiado ajustado
641,Camisa vaquera,Levi's,98,85,100,180,78,31,L,N/A,N/A,Demasiado grande
642,Falda de cuero,Zara,N/A,65,88,160,55,29,S,N/A,N/A,Demasiado ajustado
643,Jeans skinny,Zara,N/A,72,90,165,58,26,S,N/A,28,Demasiado ajustado
644,Abrigo de plumas,Columbia,115,100,115,190,95,45,XL,N/A,N/A,Demasiado grande
645,Top de lentejuelas,Shein,82,63,86,155,48,22,XS,N/A,N/A,Demasiado ajustado
647,Pantalón,Adidas,N/A,90,105,185,82,33,L,N/A,34,Demasiado grande
648,Vestido,Zara,85,68,90,162,54,21,S,N/A,N/A,Demasiado ajustado
649,Chaqueta,Puma,105,95,110,180,78,36,XL,N/A,N/A,Demasiado grande
650,Falda,Pull&Bear,N/A,65,88,158,55,24,XS,N/A,N/A,Demasiado ajustado
651,Camisa,Zara,92,78,94,170,65,29,M,N/A,N/A,Demasiado grande
652,Jeans,Levi's,N/A,70,90,165,60,28,S,N/A,29,Demasiado ajustado
653,Abrigo,H&M,100,85,100,175,70,34,L,N/A,N/A,Demasiado grande
654,Top,Bershka,80,60,85,155,48,20,XS,N/A,N/A,Demasiado ajustado
655,Shorts,Nike,N/A,82,98,175,75,32,L,N/A,32,Demasiado grande
656,Blusa,Stradivarius,86,68,90,160,56,23,S,N/A,N/A,Demasiado ajustado
657,Vestido de Fiesta,Pronovias,95,78,98,170,62,31,M,N/A,N/A,Demasiado ajustado
658,Cazadora,The North Face,112,102,118,192,92,37,XL,N/A,N/A,Demasiado grande
659,Bikini,Oysho,78,58,82,158,48,22,XS,N/A,N/A,Demasiado ajustado
660,Leggings,Adidas,N/A,72,96,168,62,25,M,N/A,N/A,Demasiado ajustado
661,Parka,Columbia,118,108,125,198,98,41,XXL,N/A,N/A,Demasiado grande
662,Mono,Mango,92,75,98,170,64,29,M,N/A,N/A,Demasiado ajustado
663,Chaqueta Vaquera,Diesel,100,88,103,180,78,36,L,N/A,N/A,Demasiado grande
664,Minifalda,Stradivarius,N/A,62,86,162,52,21,XS,N/A,N/A,Demasiado ajustado
665,Bañador,Nike,N/A,85,100,185,80,34,L,N/A,N/A,Demasiado grande
666,Gabardina,Zara,108,92,110,178,82,46,L,N/A,N/A,Demasiado grande
667,Body,Tezenis,84,66,88,160,54,27,S,N/A,N/A,Demasiado ajustado
668,Top Crop,H&M,80,62,85,153,47,19,XS,N/A,N/A,Demasiado ajustado
669,Chandal,Adidas,102,90,108,185,80,31,L,N/A,N/A,Demasiado grande
670,Polo de Rugby,Tommy Hilfiger,105,92,108,182,88,37,XL,N/A,N/A,Demasiado grande
671,Shorts de Jean,Mango,N/A,75,96,170,65,24,M,N/A,N/A,Demasiado ajustado
672,Camiseta de Tirantes,Puma,92,78,94,172,67,26,M,N/A,N/A,Demasiado ajustado
673,Top de bikini,Women'secret,82,62,86,162,52,23,S,N/A,N/A,Demasiado ajustado
674,Abrigo de lana,Massimo Dutti,115,98,112,188,92,49,XL,N/A,N/A,Demasiado grande
675,Camiseta sin mangas,Pull&Bear,88,72,90,168,60,29,S,N/A,N/A,Demasiado ajustado
676,Pantalones cargo,Zara,N/A,95,110,182,88,31,L,N/A,38,Demasiado grande
677,Vestido de cóctel,Mango,85,68,88,163,55,36,S,N/A,N/A,Demasiado ajustado
678,Body de deporte,Puma,88,70,92,165,58,27,M,N/A,N/A,Demasiado ajustado
679,Sudadera oversized,Nike,108,98,115,175,72,24,XL,N/A,N/A,Demasiado grande
680,Top lencero,Intimissimi,78,58,82,155,47,21,XS,N/A,N/A,Demasiado ajustado
681,Falda Lápiz,Zara,N/A,68,90,163,56,34,S,N/A,N/A,Demasiado ajustado
682,Chaqueta de cuero,Zara,100,85,100,175,75,42,L,N/A,N/A,Demasiado grande
683,Pantalón de Chándal,Adidas,N/A,92,108,188,88,29,XL,N/A,N/A,Demasiado grande
684,Vestido skater,Stradivarius,86,68,90,160,54,25,S,N/A,N/A,Demasiado ajustado
685,Abrigo de plumas,The North Face,120,105,122,195,100,46,XXL,N/A,N/A,Demasiado grande
686,Top de lentejuelas,Bershka,80,62,85,153,46,23,XS,N/A,N/A,Demasiado ajustado
687,Camisa vaquera,Wrangler,100,88,103,182,80,32,L,N/A,N/A,Demasiado grande
688,Falda de cuero,H&M,N/A,62,86,158,52,30,XS,N/A,N/A,Demasiado ajustado
689,Jeans skinny,Pull&Bear,N/A,70,88,163,56,27,S,N/A,28,Demasiado ajustado
690,Abrigo de plumas,Geox,118,102,118,192,95,47,XL,N/A,N/A,Demasiado grande
691,Top de lentejuelas,Asos,84,65,88,157,49,24,XS,N/A,N/A,Demasiado ajustado
692,Camiseta,Nike,95,80,98,172,70,30,M,N/A,N/A,Demasiado grande
693,Pantalón,Zara,N/A,78,96,170,68,26,M,N/A,30,Demasiado ajustado
694,Vestido,Mango,90,75,95,165,60,28,M,N/A,N/A,Demasiado ajustado
695,Chaqueta,Columbia,102,90,105,178,75,32,L,N/A,N/A,Demasiado grande
696,Falda,H&M,N/A,70,92,163,58,25,S,N/A,N/A,Demasiado ajustado
697,Camisa,Levi's,98,85,100,180,78,38,L,N/A,N/A,Demasiado grande
698,Jeans,Zara,N/A,75,95,168,65,30,M,N/A,31,Demasiado ajustado
699,Abrigo,Massimo Dutti,105,90,108,175,72,35,L,N/A,N/A,Demasiado grande
700,Top,Stradivarius,86,68,90,160,55,22,S,N/A,N/A,Demasiado ajustado
701,Shorts,Decathlon,N/A,88,104,180,82,31,L,N/A,34,Demasiado grande
702,Blusa,Bershka,89,70,93,163,57,24,S,N/A,N/A,Demasiado ajustado
703,Vestido de Noche,Pronovias,90,75,95,168,60,30,M,N/A,N/A,Demasiado ajustado
704,Cazadora,Columbia,110,100,115,190,90,36,XL,N/A,N/A,Demasiado grande
705,Bikini,Calzedonia,80,60,85,160,50,23,XS,N/A,N/A,Demasiado ajustado
706,Leggings,Gymshark,N/A,70,95,165,60,26,S,N/A,N/A,Demasiado ajustado
707,Parka,The North Face,115,105,120,195,95,40,XL,N/A,N/A,Demasiado grande
708,Mono,Asos,90,72,96,168,62,28,M,N/A,N/A,Demasiado ajustado
709,Chaqueta Vaquera,Levi's,98,85,100,178,75,35,L,N/A,N/A,Demasiado grande
710,Minifalda,Bershka,N/A,60,85,160,50,21,XS,N/A,N/A,Demasiado ajustado
711,Bañador,Speedo,N/A,80,95,180,78,33,L,N/A,N/A,Demasiado ajustado
712,Gabardina,Burberry,105,90,108,180,80,45,L,N/A,N/A,Demasiado grande
713,Body,Intimissimi,86,68,90,162,56,26,S,N/A,N/A,Demasiado ajustado
714,Top Crop,Shein,82,63,86,155,48,19,XS,N/A,N/A,Demasiado ajustado
715,Chandal,Puma,100,88,104,182,78,30,L,N/A,N/A,Demasiado grande
716,Polo de Rugby,Ralph Lauren,102,90,105,180,85,36,L,N/A,N/A,Demasiado grande
717,Shorts de Jean,Pull&Bear,N/A,72,94,168,63,23,M,N/A,N/A,Demasiado ajustado
718,Camiseta de Tirantes,Decathlon,90,75,92,170,65,25,M,N/A,N/A,Demasiado ajustado
719,Top de bikini,Calzedonia,80,60,85,160,50,22,XS,N/A,N/A,Demasiado ajustado
720,Abrigo de lana,Cremieux,110,95,110,185,90,48,XL,N/A,N/A,Demasiado grande
721,Camiseta sin mangas,Zara,92,78,94,170,65,28,M,N/A,N/A,Demasiado ajustado
722,Pantalones cargo,Carhartt,N/A,92,108,180,85,30,L,N/A,36,Demasiado grande
723,Vestido de cóctel,Adolfo Dominguez,88,70,90,165,58,35,S,N/A,N/A,Demasiado ajustado
724,Body de deporte,Nike,85,68,90,163,55,26,S,N/A,N/A,Demasiado ajustado
725,Sudadera oversized,Bershka,105,95,110,172,70,23,XL,N/A,N/A,Demasiado grande
726,Top lencero,Oysho,80,60,85,158,50,21,XS,N/A,N/A,Demasiado ajustado
727,Falda Lápiz,Mango,N/A,70,90,165,58,33,S,N/A,N/A,Demasiado ajustado
728,Chaqueta de cuero,Belstaff,105,90,108,180,80,40,L,N/A,N/A,Demasiado grande
729,Pantalón de Chándal,Nike,N/A,90,105,185,85,28,L,N/A,N/A,Demasiado grande
730,Vestido skater,Asos,88,70,90,162,56,24,S,N/A,N/A,Demasiado ajustado
731,Abrigo de plumas,Columbia,115,100,115,190,95,45,XL,N/A,N/A,Demasiado grande
732,Top de lentejuelas,Shein,82,63,86,155,48,22,XS,N/A,N/A,Demasiado ajustado
733,Camisa vaquera,Levi's,98,85,100,180,78,31,L,N/A,N/A,Demasiado grande
734,Falda de cuero,Zara,N/A,65,88,160,55,29,S,N/A,N/A,Demasiado ajustado
735,Jeans skinny,Zara,N/A,72,90,165,58,26,S,N/A,28,Demasiado ajustado
736,Abrigo de plumas,Columbia,115,100,115,190,95,45,XL,N/A,N/A,Demasiado grande
737,Top de lentejuelas,Shein,82,63,86,155,48,22,XS,N/A,N/A,Demasiado ajustado
738,Camiseta,Mango,90,75,95,170,68,27,M,N/A,N/A,Demasiado ajustado
739,Pantalón,Adidas,N/A,90,105,185,82,33,L,N/A,34,Demasiado grande
740,Vestido,Zara,85,68,90,162,54,21,S,N/A,N/A,Demasiado ajustado
741,Chaqueta,Puma,105,95,110,180,78,36,XL,N/A,N/A,Demasiado grande
742,Falda,Pull&Bear,N/A,65,88,158,55,24,XS,N/A,N/A,Demasiado ajustado
743,Camisa,Zara,92,78,94,170,65,29,M,N/A,N/A,Demasiado grande
744,Jeans,Levi's,N/A,70,90,165,60,28,S,N/A,29,Demasiado ajustado
745,Abrigo,H&M,100,85,100,175,70,34,L,N/A,N/A,Demasiado grande
746,Top,Bershka,80,60,85,155,48,20,XS,N/A,N/A,Demasiado ajustado
747,Shorts,Nike,N/A,82,98,175,75,32,L,N/A,32,Demasiado grande
748,Blusa,Stradivarius,86,68,90,160,56,23,S,N/A,N/A,Demasiado ajustado
749,Vestido de Fiesta,Pronovias,95,78,98,170,62,31,M,N/A,N/A,Demasiado ajustado
750,Cazadora,The North Face,112,102,118,192,92,37,XL,N/A,N/A,Demasiado grande
751,Bikini,Oysho,78,58,82,158,48,22,XS,N/A,N/A,Demasiado ajustado
752,Leggings,Adidas,N/A,72,96,168,62,25,M,N/A,N/A,Demasiado ajustado
753,Parka,Columbia,118,108,125,198,98,41,XXL,N/A,N/A,Demasiado grande
754,Mono,Mango,92,75,98,170,64,29,M,N/A,N/A,Demasiado ajustado
755,Chaqueta Vaquera,Diesel,100,88,103,180,78,36,L,N/A,N/A,Demasiado grande
756,Minifalda,Stradivarius,N/A,62,86,162,52,21,XS,N/A,N/A,Demasiado ajustado
757,Bañador,Nike,N/A,85,100,185,80,34,L,N/A,N/A,Demasiado grande
758,Gabardina,Zara,108,92,110,178,82,46,L,N/A,N/A,Demasiado grande
759,Body,Tezenis,84,66,88,160,54,27,S,N/A,N/A,Demasiado ajustado
760,Top Crop,H&M,80,62,85,153,47,19,XS,N/A,N/A,Demasiado ajustado
761,Chandal,Adidas,102,90,108,185,80,31,L,N/A,N/A,Demasiado grande
762,Polo de Rugby,Tommy Hilfiger,105,92,108,182,88,37,XL,N/A,N/A,Demasiado grande
763,Shorts de Jean,Mango,N/A,75,96,170,65,24,M,N/A,N/A,Demasiado ajustado
764,Camiseta de Tirantes,Puma,92,78,94,172,67,26,M,N/A,N/A,Demasiado ajustado
765,Top de bikini,Women'secret,82,62,86,162,52,23,S,N/A,N/A,Demasiado ajustado
766,Abrigo de lana,Massimo Dutti,115,98,112,188,92,49,XL,N/A,N/A,Demasiado grande
767,Camiseta sin mangas,Pull&Bear,88,72,90,168,60,29,S,N/A,N/A,Demasiado ajustado
768,Pantalones cargo,Zara,N/A,95,110,182,88,31,L,N/A,38,Demasiado grande
769,Vestido de cóctel,Mango,85,68,88,163,55,36,S,N/A,N/A,Demasiado ajustado
770,Body de deporte,Puma,88,70,92,165,58,27,M,N/A,N/A,Demasiado ajustado
771,Sudadera oversized,Nike,108,98,115,175,72,24,XL,N/A,N/A,Demasiado grande
772,Top lencero,Intimissimi,78,58,82,155,47,21,XS,N/A,N/A,Demasiado ajustado
773,Falda Lápiz,Zara,N/A,68,90,163,56,34,S,N/A,N/A,Demasiado ajustado
774,Chaqueta de cuero,Zara,100,85,100,175,75,42,L,N/A,N/A,Demasiado grande
775,Pantalón de Chándal,Adidas,N/A,92,108,188,88,29,XL,N/A,N/A,Demasiado grande
776,Vestido skater,Stradivarius,86,68,90,160,54,25,S,N/A,N/A,Demasiado ajustado
777,Abrigo de plumas,The North Face,120,105,122,195,100,46,XXL,N/A,N/A,Demasiado grande
778,Top de lentejuelas,Bershka,80,62,85,153,46,23,XS,N/A,N/A,Demasiado ajustado
779,Camisa vaquera,Wrangler,100,88,103,182,80,32,L,N/A,N/A,Demasiado grande
780,Falda de cuero,H&M,N/A,62,86,158,52,30,XS,N/A,N/A,Demasiado ajustado
781,Jeans skinny,Pull&Bear,N/A,70,88,163,56,27,S,N/A,28,Demasiado ajustado
782,Abrigo de plumas,Geox,118,102,118,192,95,47,XL,N/A,N/A,Demasiado grande
783,Top de lentejuelas,Asos,84,65,88,157,49,24,XS,N/A,N/A,Demasiado ajustado
784,Camiseta,Nike,95,80,98,172,70,30,M,N/A,N/A,Demasiado grande
785,Pantalón,Zara,N/A,78,96,170,68,26,M,N/A,30,Demasiado ajustado
786,Vestido,Mango,90,75,95,165,60,28,M,N/A,N/A,Demasiado ajustado
787,Chaqueta,Columbia,102,90,105,178,75,32,L,N/A,N/A,Demasiado grande
788,Falda,H&M,N/A,70,92,163,58,25,S,N/A,N/A,Demasiado ajustado
789,Camisa,Levi's,98,85,100,180,78,38,L,N/A,N/A,Demasiado grande
790,Jeans,Zara,N/A,75,95,168,65,30,M,N/A,31,Demasiado ajustado
791,Abrigo,Massimo Dutti,105,90,108,175,72,35,L,N/A,N/A,Demasiado grande
792,Top,Stradivarius,86,68,90,160,55,22,S,N/A,N/A,Demasiado ajustado
793,Shorts,Decathlon,N/A,88,104,180,82,31,L,N/A,34,Demasiado grande
794,Blusa,Bershka,89,70,93,163,57,24,S,N/A,N/A,Demasiado ajustado
795,Vestido de Noche,Pronovias,90,75,95,168,60,30,M,N/A,N/A,Demasiado ajustado
796,Cazadora,Columbia,110,100,115,190,90,36,XL,N/A,N/A,Demasiado grande
797,Bikini,Calzedonia,80,60,85,160,50,23,XS,N/A,N/A,Demasiado ajustado
798,Leggings,Gymshark,N/A,70,95,165,60,26,S,N/A,N/A,Demasiado ajustado
799,Parka,The North Face,115,105,120,195,95,40,XL,N/A,N/A,Demasiado grande
800,Mono,Asos,90,72,96,168,62,28,M,N/A,N/A,Demasiado ajustado
801,Chaqueta Vaquera,Lee,95,80,95,175,70,29,M,N/A,N/A,Demasiado grande
802,Minifalda,Zara,N/A,60,85,158,50,20,XS,N/A,N/A,Demasiado ajustado
803,Bañador,Adidas,N/A,82,98,182,78,34,L,N/A,N/A,Demasiado grande
804,Gabardina,Mango,100,85,102,170,68,42,M,N/A,N/A,Demasiado grande
805,Body,Tezenis,82,63,86,155,50,25,XS,N/A,N/A,Demasiado ajustado
806,Top Crop,Pull&Bear,78,58,82,150,45,18,XS,N/A,N/A,Demasiado ajustado
807,Chandal,Under Armour,105,92,108,188,85,30,XL,N/A,N/A,Demasiado grande
808,Polo de Rugby,Fred Perry,98,85,100,178,75,37,L,N/A,N/A,Demasiado grande
809,Shorts de Jean,H&M,N/A,70,92,165,60,23,S,N/A,N/A,Demasiado ajustado
110,Camiseta de Tirantes,Decathlon,88,72,90,168,62,26,M,N/A,N/A,Demasiado ajustado
811,Top de bikini,Women'secret,75,55,80,155,48,22,XS,N/A,N/A,Demasiado ajustado
812,Abrigo de lana,Benetton,108,95,108,182,88,48,XL,N/A,N/A,Demasiado grande
813,Camiseta sin mangas,Stradivarius,85,68,90,160,55,29,S,N/A,N/A,Demasiado ajustado
814,Pantalones cargo,Bershka,N/A,90,105,178,85,32,L,N/A,36,Demasiado grande
815,Vestido de cóctel,Cortefiel,82,65,88,158,52,35,S,N/A,N/A,Demasiado ajustado
816,Body de deporte,Under Armour,90,72,95,168,60,27,M,N/A,N/A,Demasiado ajustado
817,Sudadera oversized,Zara,110,100,115,180,75,24,XL,N/A,N/A,Demasiado grande
818,Top lencero,Yamamay,75,58,82,153,45,20,XS,N/A,N/A,Demasiado ajustado
819,Falda Lápiz,Adolfo Dominguez,N/A,72,94,165,60,34,M,N/A,N/A,Demasiado ajustado
820,Chaqueta de cuero,Pull&Bear,95,80,95,170,70,40,L,N/A,N/A,Demasiado grande
821,Pantalón de Chándal,Reebok,N/A,95,110,190,90,29,XL,N/A,N/A,Demasiado grande
822,Vestido skater,H&M,85,68,90,160,55,25,S,N/A,N/A,Demasiado ajustado
823,Abrigo de plumas,Decathlon,110,98,112,185,92,46,XL,N/A,N/A,Demasiado grande
824,Top de lentejuelas,Primark,78,60,82,150,45,23,XS,N/A,N/A,Demasiado ajustado
825,Camisa vaquera,G-Star Raw,98,85,100,178,75,32,L,N/A,N/A,Demasiado grande
826,Falda de cuero,Mango,N/A,62,86,158,52,29,XS,N/A,N/A,Demasiado ajustado
827,Jeans skinny,Bershka,N/A,68,85,162,55,27,S,N/A,27,Demasiado ajustado
828,Abrigo de plumas,Nike,115,100,115,190,95,45,XL,N/A,N/A,Demasiado grande
829,Top de lentejuelas,Zara,80,60,85,155,48,22,XS,N/A,N/A,Demasiado ajustado
830,Camiseta,Puma,92,78,94,170,65,28,M,N/A,N/A,Demasiado grande
831,Pantalón,Esprit,N/A,80,95,175,70,30,L,N/A,31,Demasiado ajustado
832,Vestido,Springfield,88,72,90,160,55,24,S,N/A,N/A,Demasiado ajustado
833,Chaqueta,Columbia,100,90,105,175,75,32,L,N/A,N/A,Demasiado grande
834,Falda,Stradivarius,N/A,65,88,162,58,26,S,N/A,N/A,Demasiado ajustado
835,Camisa,Ralph Lauren,96,82,98,182,72,39,L,N/A,N/A,Demasiado grande
836,Jeans,Tommy Hilfiger,N/A,75,95,170,68,30,M,N/A,30,Demasiado ajustado
837,Abrigo,G-Star Raw,98,85,102,172,70,35,M,N/A,N/A,Demasiado grande
838,Top,Oysho,85,65,88,158,52,21,XS,N/A,N/A,Demasiado ajustado
839,Shorts,Gymshark,N/A,88,104,180,82,33,L,N/A,34,Demasiado grande
840,Blusa,Mango,89,70,93,163,57,25,S,N/A,N/A,Demasiado ajustado
841,Vestido de Noche,Asos,90,75,95,168,60,31,M,N/A,N/A,Demasiado ajustado
842,Cazadora,Jack & Jones,110,100,115,190,90,38,XL,N/A,N/A,Demasiado grande
843,Bikini,Women'secret,80,60,85,160,50,24,XS,N/A,N/A,Demasiado ajustado
844,Leggings,Decathlon,N/A,70,95,165,60,27,S,N/A,N/A,Demasiado ajustado
845,Parka,Canada Goose,115,105,120,195,95,42,XL,N/A,N/A,Demasiado grande
846,Mono,Zara,90,72,96,168,62,29,M,N/A,N/A,Demasiado ajustado
847,Chaqueta Vaquera,Calvin Klein,98,85,100,178,75,36,L,N/A,N/A,Demasiado grande
848,Minifalda,H&M,N/A,60,85,160,50,22,XS,N/A,N/A,Demasiado ajustado
849,Bañador,Speedo,N/A,80,95,180,78,34,L,N/A,N/A,Demasiado ajustado
850,Gabardina,Cortefiel,105,90,108,180,80,47,L,N/A,N/A,Demasiado grande
851,Body,Etam,86,68,90,162,56,27,S,N/A,N/A,Demasiado ajustado
852,Top Crop,Pull&Bear,82,63,86,155,48,20,XS,N/A,N/A,Demasiado ajustado
853,Chandal,Adidas,100,88,104,182,78,31,L,N/A,N/A,Demasiado grande
854,Polo de Rugby,Polo Ralph Lauren,102,90,105,180,85,37,L,N/A,N/A,Demasiado grande
855,Shorts de Jean,Mango,N/A,72,94,168,63,24,M,N/A,N/A,Demasiado ajustado
856,Camiseta de Tirantes,Nike,90,75,92,170,65,26,M,N/A,N/A,Demasiado ajustado
857,Top de bikini,Calzedonia,80,60,85,160,50,23,XS,N/A,N/A,Demasiado ajustado
858,Abrigo de lana,Hugo Boss,110,95,110,185,90,49,XL,N/A,N/A,Demasiado grande
859,Camiseta sin mangas,Bershka,92,78,94,170,65,29,M,N/A,N/A,Demasiado ajustado
860,Pantalones cargo,Springfield,N/A,92,108,180,85,32,L,N/A,36,Demasiado grande
861,Vestido de cóctel,Zara,88,70,90,165,58,36,S,N/A,N/A,Demasiado ajustado
862,Body de deporte,Gymshark,85,68,90,163,55,27,S,N/A,N/A,Demasiado ajustado
863,Sudadera oversized,Puma,105,95,110,172,70,25,XL,N/A,N/A,Demasiado grande
864,Top lencero,Tezenis,80,60,85,158,50,22,XS,N/A,N/A,Demasiado ajustado
865,Falda Lápiz,Stradivarius,N/A,70,90,165,58,35,S,N/A,N/A,Demasiado ajustado
866,Chaqueta de cuero,Mango,105,90,108,180,80,41,L,N/A,N/A,Demasiado grande
867,Pantalón de Chándal,Reebok,N/A,90,105,185,85,30,L,N/A,N/A,Demasiado grande
868,Vestido skater,Pull&Bear,88,70,90,162,56,26,S,N/A,N/A,Demasiado ajustado
869,Abrigo de plumas,Guess,115,100,115,190,95,46,XL,N/A,N/A,Demasiado grande
870,Top de lentejuelas,Bershka,82,63,86,155,48,23,XS,N/A,N/A,Demasiado ajustado
871,Camisa vaquera,Levi's,98,85,100,180,78,32,L,N/A,N/A,Demasiado grande
872,Falda de cuero,Stradivarius,N/A,65,88,160,55,30,S,N/A,N/A,Demasiado ajustado
873,Jeans skinny,H&M,N/A,72,90,165,58,27,S,N/A,28,Demasiado ajustado
874,Abrigo de plumas,Zara,115,100,115,190,95,46,XL,N/A,N/A,Demasiado grande
875,Top de lentejuelas,Asos,82,63,86,155,48,23,XS,N/A,N/A,Demasiado ajustado
876,Camiseta,Bershka,90,75,95,170,68,28,M,N/A,N/A,Demasiado ajustado
877,Pantalón,Zara,N/A,90,105,185,82,34,L,N/A,34,Demasiado grande
878,Vestido,Stradivarius,85,68,90,162,54,22,S,N/A,N/A,Demasiado ajustado
879,Chaqueta,Adidas,105,95,110,180,78,37,XL,N/A,N/A,Demasiado grande
880,Falda,Mango,N/A,65,88,158,55,25,XS,N/A,N/A,Demasiado ajustado
881,Camisa,Pull&Bear,92,78,94,170,65,30,M,N/A,N/A,Demasiado grande
882,Jeans,Diesel,N/A,70,90,165,60,29,S,N/A,29,Demasiado ajustado
883,Abrigo,Benetton,100,85,100,175,70,35,L,N/A,N/A,Demasiado grande
884,Top,Zara,80,60,85,155,48,21,XS,N/A,N/A,Demasiado ajustado
885,Shorts,Puma,N/A,82,98,175,75,33,L,N/A,32,Demasiado grande
886,Blusa,H&M,86,68,90,160,56,24,S,N/A,N/A,Demasiado ajustado
887,Vestido de Fiesta,Asos,95,78,98,170,62,32,M,N/A,N/A,Demasiado ajustado
888,Cazadora,Columbia,112,102,118,192,92,38,XL,N/A,N/A,Demasiado grande
889,Bikini,Tezenis,78,58,82,158,48,23,XS,N/A,N/A,Demasiado ajustado
890,Leggings,Lululemon,N/A,72,96,168,62,26,M,N/A,N/A,Demasiado ajustado
891,Parka,The North Face,118,108,125,198,98,42,XXL,N/A,N/A,Demasiado grande
892,Mono,Bershka,92,75,98,170,64,30,M,N/A,N/A,Demasiado ajustado
893,Chaqueta Vaquera,Guess,100,88,103,180,78,37,L,N/A,N/A,Demasiado grande
894,Minifalda,Zara,N/A,62,86,162,52,22,XS,N/A,N/A,Demasiado ajustado
895,Bañador,Adidas,N/A,85,100,185,80,35,L,N/A,N/A,Demasiado grande
896,Gabardina,Mango,108,92,110,178,82,47,L,N/A,N/A,Demasiado grande
897,Body,Intimissimi,84,66,88,160,54,28,S,N/A,N/A,Demasiado ajustado
898,Top Crop,H&M,80,62,85,153,47,20,XS,N/A,N/A,Demasiado ajustado
899,Chandal,Under Armour,102,90,108,185,80,32,L,N/A,N/A,Demasiado grande
900,Polo de Rugby,Lacoste,105,92,108,182,88,38,XL,N/A,N/A,Demasiado grande
